,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
70,2019_UPCDS_408402_1,1454/M-14/36 DATED 27.11.2019,"CONSTRUCTION OF RCC DRAIN AT LAXMI NAGAR, MATHURA","Construction of RCC Drain from Subhash Inter College to Kolhu Nagla Mod in Laxmi Nagar, Mathura",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Nov-2019 11:00 AM,,NA ,120.0,No ,No,Offline,17-Dec-2019 12:30 PM,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,LAXMI NAGAR MATHURA,281001.0,2.0,"1,89,13,075",M.G. CONSTRUCTION,"12,952,000",Rejected-Finance,23-Jan-2020,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,Mathura,Mathura,Mathura,'NAGLA',MATHURA,Mathura,MADAURA,MATHURA,MATHURA
96,2020_DOLBU_421571_1,NPR-03/2019-20 DATED 08/01/2020,GOPAL BAG TALAB KI SILT SAFAI EVAM ANSHIK BAUNDRIWAL KA KARY,GOPAL BAG TALAB KI SILT SAFAI EVAM ANSHIK BAUNDRIWAL KA KARY,Works,Open Tender,Item Wise,Construction Works,No,No,NA ,10-Jan-2020 04:15 PM,,NA ,30.0,No ,No,Offline,18-Jan-2020 04:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Raya Mathura,NP RAYA MATHURA,281204.0,2.0,"20,00,000",POWER QUIZ AND SUPPLIERS,"1,998,869.77",Rejected-Finance,23-Jan-2020,Directorate of Local Bodies UP||Nagar Panchayat Raya Mathura,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Others,,2020_01,,NA,NA,Mathura,Mathura,,,,,,
104,2019_CEAGR_389081_1,4558/14M-AC/2019 Dated-21-09-2019,Construction of Minor Bridge at Sarurpurjhal Drain on Deendayal Dham to Parkham Ole Road in Dist. Mathura,Construction of Minor Bridge at Sarurpurjhal Drain on Deendayal Dham to Parkham Ole Road in Dist. Mathura,Works,Open Tender,Lump-sum,Civil Works - Bridges,No,No,NA ,05-Oct-2019 12:35 PM,,09-Oct-2019 12:00 PM ,90.0,No ,No,Online,15-Oct-2019 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"1,20,00,000",M/S Rakesh Kumar Contractor,"11,133,288.05",Rejected-Technical,03-Feb-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2, 'Drain': 2}",2020_02,,NA,Mathura,Mathura,Mathura,'PARKHAM',MATHURA,Mathura,PARKHAM,MATHURA,MATHURA
105,2019_CEAGR_389081_2,4558/14M-AC/2019 Dated-21-09-2019,Construction of Minor Bridge at Goverdhan Drain on Barari to Ole Road in Dist. Mathura,Construction of Minor Bridge at Goverdhan Drain on Barari to Ole Road in Dist. Mathura,Works,Open Tender,Lump-sum,Civil Works - Bridges,No,No,NA ,05-Oct-2019 12:35 PM,,09-Oct-2019 12:00 PM ,90.0,No ,No,Online,15-Oct-2019 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"92,00,000",M/S YASH CONSTRUCTION,"8,877,520.85",Accepted-AOC,03-Feb-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2, 'Drain': 2}",2020_02,,NA,Mathura,Mathura,Mathura,'BARARI',MATHURA,Mathura,BARARI,MATHURA,MATHURA
203,2020_CEAGR_431629_1,366/14M-AC/2020 dated-20-01-2020,Re-construction of Minor Bridge at Akabarpur Tentigaon Kher Road (ODR) in Km -13 in Distt. Mathura,Re-construction of Minor Bridge at Akabarpur Tentigaon Kher Road (ODR) in Km -13 in Disst. Mathura,Works,Open Tender,Lump-sum,Civil Works,No,No,NA ,05-Feb-2020 06:55 PM,,10-Feb-2020 12:00 PM ,90.0,No ,No,Online,13-Feb-2020 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"76,69,000",M/s Yogendra Kumar,"7,270,236.12",Accepted-AOC,26-Feb-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2}",2020_02,,NA,Mathura,Mathura,Mathura,,MATHURA,Mathura,MADAURA,MATHURA,MATHURA
304,2019_UPIDC_417727_10,07/EE/LOWER MAT/2019-20,LOT No. 14,S/E for brick on edge soling from km. 2.740 to 3.150 of Alipur drain.,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,01-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Offline,07-Jan-2020 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura","LMBDGC, MATHURA",281001.0,2.0,"6,34,000",JITENDRA SINGH CONSTRUCTION,"507,375",Rejected-Technical,13-Mar-2020,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_03,,NA,NA,Mathura,Mathura,'ALIPUR',MAT,Mat,ALIPUR,MAT,MAT
306,2020_CEAGR_420516_1,6136/14M-AC/2019 dated-16-12-2019,Re-construction of Minor Bridge at Sonai Gudera Road in Km -1 in Distst. Mathura,Re-construction of Minor Bridge at Sonai Gudera Road in Km -1 in Distt. Mathura,Works,Open Tender,Lump-sum,Civil Works,No,No,NA ,06-Jan-2020 12:50 PM,,08-Jan-2020 03:00 PM ,90.0,No ,No,Online,14-Jan-2020 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"37,50,000",Savitri Devi,"2,818,007.78",Rejected-Technical,13-Mar-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2}",2020_03,,NA,Mathura,Mathura,Mathura,'GUDERA',MATHURA,Mathura,GUDERA,MATHURA,MATHURA
307,2020_CEAGR_420516_2,6136/14M-AC/2019 dated-16-12-2019,Re-construction of Minor Bridge at Remaining Portion of Jatora Birona Road in Km -2 in Distt. Mathura,Re-construction of Minor Bridge at Remaining Portion of Jatora Birona Road in Km -2 in Distt. Mathura,Works,Open Tender,Lump-sum,Civil Works,No,No,NA ,06-Jan-2020 12:50 PM,,08-Jan-2020 12:00 PM ,90.0,No ,No,Online,14-Jan-2020 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,Mathura,281001.0,2.0,"39,45,000",M/S PATHAK AND COMPANY,"3,169,416.41",Accepted-AOC,13-Mar-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Bridge': 2}",2020_03,,NA,Mathura,Mathura,Mathura,,MATHURA,Mathura,JATORA,MATHURA,MATHURA
312,2020_CEAGR_437460_1,311/A-9 Dt. 13.02.2020,Construction of CC Road and Drain Work at Bajna Mitholi Birjugarhi Road in Km 3 and 4,Construction of CC Road and Drain Work at Bajna Mitholi Birjugarhi Road in Km 3 and 4,Works,Open Tender,Lump-sum,Civil Works,No,No,NA ,20-Feb-2020 02:30 PM,,NA ,90.0,No ,No,Online,27-Feb-2020 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 PWD MATHURA,Mathura,281001.0,2.0,"11,50,000",M/S Soni Ram,"7,826,875.25",Rejected-Technical,16-Mar-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 PWD MATHURA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_03,,NA,NA,Mathura,Mathura,"'BAJNA', 'BIRJUGARHI'",NOHJHIL,,bajna,,NOHJHIL
54,2019_REDUP_403604_18,2297/EE/RED/13-11-2019,Construction of Interlocking/drain from P.School Tiraha to H/o Vijaybhan and Bablu Yadav in village Nagla Aniyan.,Construction of Interlocking/drain from P.School Tiraha to H/o Vijaybhan and Bablu Yadav in village Nagla Aniyan.,Works,Open Tender,Lump-sum,Civil Works - Buildings,No,No,NA ,25-Nov-2019 10:00 AM,,NA ,90.0,No ,No,Online,30-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,Mainpuri,205001.0,2.0,"6,78,691",M/S SURESH CHANDRA CONTRACTOR,"678,012",Accepted-AOC,07-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Mainpuri,Mainpuri,,,,,,
55,2019_REDUP_403604_20,2297/EE/RED/13-11-2019,Construction of Interlocking/drain from H/o Shriram yadav to dabar road in village Nadau,Construction of Interlocking/drain from H/o Shriram yadav to dabar road in village Nadau,Works,Open Tender,Lump-sum,Civil Works - Buildings,No,No,NA ,25-Nov-2019 10:00 AM,,NA ,90.0,No ,No,Online,30-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,Mainpuri,205001.0,2.0,"7,55,676",M/S SURESH CHANDRA CONTRACTOR,"754,920",Accepted-AOC,07-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Mainpuri,Mainpuri,,,,,,
56,2019_REDUP_403604_21,2297/EE/RED/13-11-2019,Construction of Interlocking/drain from main road to C.C. Road in side of H/O Subedar pradhan.,Construction of Interlocking/drain from main road to C.C. Road in side of H/O Subedar pradhan.,Works,Open Tender,Lump-sum,Civil Works - Buildings,No,No,NA ,25-Nov-2019 10:00 AM,,NA ,90.0,No ,No,Online,30-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,Mainpuri,205001.0,2.0,"4,32,298",M/S SURESH CHANDRA CONTRACTOR,"431,866",Accepted-AOC,07-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Mainpuri,Mainpuri,,,,,,
58,2019_REDUP_403604_23,2297/EE/RED/13-11-2019,Construction of Interlocking/drain from main road to H/o Lalaram in village Nagla Sumer(kosma Hinood),Construction of Interlocking/drain from main road to H/o Lalaram in village Nagla Sumer(kosma Hinood),Works,Open Tender,Lump-sum,Civil Works - Roads,No,No,NA ,25-Nov-2019 10:00 AM,,NA ,90.0,No ,No,Online,30-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,Mainpuri,205001.0,2.0,"8,45,689",M/S SURESH CHANDRA CONTRACTOR,"844,843",Accepted-AOC,07-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Mainpuri,Mainpuri,,,,KOSMA HINOOD,,
59,2019_REDUP_403604_24,2297/EE/RED/13-11-2019,Construction of Interlocking/drain from H/O Dhermendra Pradhan to Primary school IN VILLAGE Nagla Rammada,Construction of Interlocking/drain from H/O Dhermendra Pradhan to Primary school IN VILLAGE Nagla Rammada,Works,Open Tender,Lump-sum,Civil Works - Roads,No,No,NA ,25-Nov-2019 10:00 AM,,NA ,90.0,No ,No,Online,30-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,Mainpuri,205001.0,2.0,"11,77,005",M/S SURESH CHANDRA CONTRACTOR,"11,752,828",Accepted-AOC,07-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Mainpuri,Mainpuri,,,,,,
